Test_No,5369_max,5369_min,5369_mean,5369_std,5365_max,5365_min,5365_mean,5365_std,5366_max,5366_min,5366_mean,5366_std,5376_max,5376_min,5376_mean,5376_std,5378_max,5378_min,5378_mean,5378_std,10102_max,10102_min,10102_mean,10102_std,12493_max,12493_min,12493_mean,12493_std
150928-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150928-2,0,0,0,0,208.3659821,0,4.699813316,21.62216207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150928-2,0,0,0,0,0,0,0,0,115.7790527,0,7.119618108,18.32108138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150928-2,1011.74762,753.1342163,872.040302,82.1978485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150928-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150928-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,0,0,0,0,167.7299805,0,3.286230954,13.54595829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,0,0,0,0,0,0,0,0,96.55819702,0,7.221423665,17.61384504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,1374.78186,753.1342163,942.7217825,168.8458986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.91655731,6.496620655,22.83113506,15.26705243
150929-2,0,0,0,0,61.82844162,0,2.866012818,11.43667503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-2,0,0,0,0,0,0,0,0,42.85694504,0,1.619214664,6.882092306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-2,1712.21875,779.9508667,1095.928364,231.2665551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150929-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.91655731,5.514069557,17.9248942,11.23991169
150930-1,0,0,0,0,61.82844162,0,1.227288978,7.885870123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-1,0,0,0,0,0,0,0,0,42.85694504,0,0.615416231,4.430591977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-1,1856.406128,821.8500977,1179.207893,239.4270955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19423294,1.929186463,11.86244184,6.049481361
150930-2,0,0,0,0,90.27935791,0,0.749253877,7.352746834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-2,0,0,0,0,0,0,0,0,38.9575882,0,0.470335285,3.33565148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-2,1856.406128,930.1413574,1229.109052,236.0158703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150930-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19423294,1.929186463,11.21907847,6.83007032
151001-1,0,0,0,0,90.27935791,0,3.446567835,15.64748158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-1,0,0,0,0,0,0,0,0,38.9575882,0,2.079324068,6.978649824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-1,1856.406128,960.9381714,1246.804536,263.0293259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151001-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151002-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
